Age,Gender,Avg_Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Urban_or_Rural,Age_Band,Screen_Time_Level,Exceeded_Limit,Health_Risk_Flag
14,Male,3.11,Laptop,True,0.4,"Poor Sleep, Eye Strain",Urban,14–18,Moderate,False,False
8,Female,4.45,Smartphone,True,0.59,Poor Sleep,Rural,0–9,High,True,True
12,Female,5.09,Laptop,True,0.48,"Poor Sleep, Obesity Risk",Rural,10–13,High,True,True
17,Female,5.9,Laptop,True,0.35,Poor Sleep,Urban,14–18,High,True,True
13,Female,3.73,Smartphone,True,0.34,Poor Sleep,Urban,10–13,Moderate,False,False
12,Male,3.76,Smartphone,True,0.38,"Poor Sleep, Eye Strain, Obesity Risk",Urban,10–13,Moderate,False,False
11,Male,3.74,Laptop,True,0.46,"Poor Sleep, Anxiety",Rural,10–13,Moderate,False,False
9,Female,5.87,Smartphone,True,0.45,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban,0–9,High,True,True
11,Female,6.62,TV,True,0.49,Eye Strain,Rural,10–13,Very High,True,True
17,Female,6.0,Smartphone,True,0.49,Poor Sleep,Urban,14–18,High,True,True
17,Female,5.71,TV,True,0.43,Poor Sleep,Urban,14–18,High,True,True
10,Male,3.87,Smartphone,True,0.56,Poor Sleep,Urban,10–13,Moderate,False,False
17,Male,3.94,Laptop,True,0.48,Poor Sleep,Rural,14–18,Moderate,False,False
15,Female,6.88,Smartphone,True,0.44,Eye Strain,Urban,14–18,Very High,True,True
12,Male,5.41,Tablet,True,0.32,Eye Strain,Rural,10–13,High,True,True
11,Female,3.67,TV,True,0.36,"Poor Sleep, Eye Strain, Obesity Risk",Rural,10–13,Moderate,False,False
15,Male,7.42,Smartphone,True,0.37,Poor Sleep,Urban,14–18,Very High,True,True
14,Female,3.39,Laptop,True,0.37,"Poor Sleep, Anxiety",Urban,14–18,Moderate,False,False
18,Female,3.89,Tablet,True,0.43,Eye Strain,Urban,14–18,Moderate,False,False
15,Male,6.81,TV,True,0.45,Eye Strain,Urban,14–18,Very High,True,True
9,Female,6.87,TV,True,0.59,Poor Sleep,Urban,0–9,Very High,True,True
10,Female,3.56,Smartphone,True,0.42,Eye Strain,Rural,10–13,Moderate,False,False
8,Female,4.95,Tablet,True,0.59,"Poor Sleep, Eye Strain, Obesity Risk",Urban,0–9,High,True,True
12,Female,6.82,Smartphone,True,0.32,"Poor Sleep, Anxiety",Rural,10–13,Very High,True,True
10,Female,4.18,Smartphone,True,0.59,"Poor Sleep, Obesity Risk",Rural,10–13,High,True,True
8,Male,4.96,Smartphone,True,0.51,Eye Strain,Urban,0–9,High,True,True
17,Female,5.37,Smartphone,True,0.35,"Poor Sleep, Eye Strain",Urban,14–18,High,True,True
18,Female,3.02,Laptop,True,0.31,"Poor Sleep, Eye Strain",Urban,14–18,Moderate,False,False
10,Male,7.37,TV,True,0.55,Eye Strain,Urban,10–13,Very High,True,True
10,Male,5.21,Tablet,True,0.58,Poor Sleep,Urban,10–13,High,True,True
14,Female,6.65,Tablet,True,0.38,"Poor Sleep, Anxiety",Urban,14–18,Very High,True,True
17,Male,6.03,Laptop,True,0.34,Poor Sleep,Urban,14–18,Very High,True,True
17,Female,5.55,TV,True,0.35,Poor Sleep,Rural,14–18,High,True,True
17,Male,4.89,TV,True,0.31,"Poor Sleep, Anxiety",Urban,14–18,High,True,True
14,Female,3.79,Smartphone,True,0.4,Poor Sleep,Rural,14–18,Moderate,False,False
17,Male,3.44,Smartphone,True,0.34,"Poor Sleep, Anxiety",Urban,14–18,Moderate,False,False
12,Male,8.29,Smartphone,True,0.41,Anxiety,Urban,10–13,Very High,True,True
9,Male,6.34,Smartphone,True,0.5,"Poor Sleep, Eye Strain, Anxiety",Urban,0–9,Very High,True,True
18,Female,5.47,TV,True,0.31,Poor Sleep,Urban,14–18,High,True,True
15,Male,4.24,TV,True,0.5,"Anxiety, Obesity Risk",Urban,14–18,High,True,True
11,Female,3.71,Laptop,True,0.43,Poor Sleep,Urban,10–13,Moderate,False,False
16,Female,6.02,Laptop,True,0.38,Anxiety,Rural,14–18,Very High,True,True
12,Male,6.42,Smartphone,True,0.47,"Poor Sleep, Anxiety",Urban,10–13,Very High,True,True
16,Female,4.03,TV,True,0.49,Poor Sleep,Urban,14–18,High,True,True
17,Female,4.14,Smartphone,True,0.33,"Poor Sleep, Eye Strain",Rural,14–18,High,True,True
12,Male,5.93,Smartphone,True,0.35,Eye Strain,Urban,10–13,High,True,True
16,Female,4.14,Smartphone,True,0.31,Poor Sleep,Urban,14–18,High,True,True
10,Male,5.95,TV,True,0.47,Poor Sleep,Urban,10–13,High,True,True
10,Female,6.46,TV,True,0.56,Eye Strain,Urban,10–13,Very High,True,True
12,Male,3.11,TV,True,0.35,Poor Sleep,Rural,10–13,Moderate,False,False
8,Female,5.12,TV,True,0.47,Eye Strain,Urban,0–9,High,True,True
14,Female,6.59,Laptop,True,0.38,Obesity Risk,Rural,14–18,Very High,True,True
16,Male,3.68,Smartphone,True,0.36,"Poor Sleep, Eye Strain, Anxiety",Urban,14–18,Moderate,False,False
16,Female,4.23,Tablet,True,0.36,Poor Sleep,Urban,14–18,High,True,True
8,Male,4.59,Tablet,True,0.48,Poor Sleep,Urban,0–9,High,True,True
8,Female,4.42,TV,True,0.54,"Poor Sleep, Eye Strain, Obesity Risk",Urban,0–9,High,True,True
13,Female,7.19,TV,True,0.35,"Poor Sleep, Anxiety",Urban,10–13,Very High,True,True
18,Female,3.6,TV,True,0.38,"Poor Sleep, Eye Strain",Urban,14–18,Moderate,False,False
10,Female,5.24,Smartphone,True,0.57,Anxiety,Urban,10–13,High,True,True
8,Male,5.67,Smartphone,True,0.52,"Poor Sleep, Eye Strain",Rural,0–9,High,True,True
16,Male,3.82,Tablet,True,0.46,Poor Sleep,Urban,14–18,Moderate,False,False
10,Female,8.29,TV,True,0.48,Poor Sleep,Urban,10–13,Very High,True,True
16,Female,6.42,Smartphone,True,0.38,"Poor Sleep, Eye Strain",Urban,14–18,Very High,True,True
14,Female,5.57,Smartphone,True,0.45,Obesity Risk,Urban,14–18,High,True,True
10,Male,4.22,Tablet,True,0.54,"Poor Sleep, Anxiety",Urban,10–13,High,True,True
17,Male,4.27,Laptop,True,0.41,Poor Sleep,Rural,14–18,High,True,True
12,Male,5.3,TV,True,0.37,Poor Sleep,Rural,10–13,High,True,True
12,Male,6.1,TV,True,0.36,Poor Sleep,Urban,10–13,Very High,True,True
16,Female,5.01,Smartphone,True,0.36,"Poor Sleep, Anxiety",Rural,14–18,High,True,True
11,Male,3.15,Smartphone,True,0.49,Poor Sleep,Urban,10–13,Moderate,False,False
18,Male,3.26,Laptop,True,0.44,"Poor Sleep, Eye Strain",Urban,14–18,Moderate,False,False
12,Male,5.3,Tablet,True,0.35,Anxiety,Urban,10–13,High,True,True
11,Female,4.1,Smartphone,True,0.36,Poor Sleep,Urban,10–13,High,True,True
12,Female,3.11,Smartphone,True,0.39,"Poor Sleep, Obesity Risk",Urban,10–13,Moderate,False,False
14,Male,4.91,Smartphone,True,0.37,Poor Sleep,Urban,14–18,High,True,True
14,Male,5.41,TV,True,0.45,"Poor Sleep, Eye Strain, Anxiety",Urban,14–18,High,True,True
12,Female,5.04,TV,True,0.46,"Eye Strain, Anxiety, Obesity Risk",Urban,10–13,High,True,True
17,Male,7.59,Laptop,True,0.39,Eye Strain,Urban,14–18,Very High,True,True
17,Female,4.71,Smartphone,True,0.47,Poor Sleep,Urban,14–18,High,True,True
14,Female,5.96,Laptop,True,0.35,Eye Strain,Rural,14–18,High,True,True
17,Female,6.92,Smartphone,True,0.48,Poor Sleep,Rural,14–18,Very High,True,True
12,Male,3.49,Smartphone,True,0.44,Eye Strain,Rural,10–13,Moderate,False,False
10,Female,3.48,Smartphone,True,0.45,Poor Sleep,Urban,10–13,Moderate,False,False
18,Male,5.78,Laptop,True,0.31,"Poor Sleep, Anxiety",Rural,14–18,High,True,True
18,Female,3.78,Smartphone,True,0.34,Poor Sleep,Rural,14–18,Moderate,False,False
16,Male,4.39,Smartphone,True,0.48,Poor Sleep,Urban,14–18,High,True,True
17,Male,6.43,Laptop,True,0.46,Obesity Risk,Urban,14–18,Very High,True,True
17,Male,3.37,Smartphone,True,0.37,"Poor Sleep, Anxiety",Urban,14–18,Moderate,False,False
8,Male,6.39,Tablet,True,0.49,Anxiety,Rural,0–9,Very High,True,True
13,Female,5.96,Laptop,True,0.3,Poor Sleep,Urban,10–13,High,True,True
15,Female,3.83,Smartphone,True,0.31,"Poor Sleep, Eye Strain",Rural,14–18,Moderate,False,False
17,Male,3.94,Smartphone,True,0.48,Eye Strain,Urban,14–18,Moderate,False,False
16,Male,5.44,Tablet,True,0.37,"Poor Sleep, Eye Strain, Obesity Risk",Urban,14–18,High,True,True
9,Female,3.62,TV,True,0.4,"Poor Sleep, Eye Strain",Urban,0–9,Moderate,False,False
17,Male,4.0,Laptop,True,0.3,"Poor Sleep, Obesity Risk",Rural,14–18,Moderate,False,False
9,Male,5.51,TV,True,0.5,Poor Sleep,Urban,0–9,High,True,True
12,Female,4.6,Laptop,True,0.46,Eye Strain,Rural,10–13,High,True,True
13,Female,3.29,Tablet,True,0.43,"Poor Sleep, Eye Strain",Urban,10–13,Moderate,False,False
15,Female,3.65,Smartphone,True,0.44,"Poor Sleep, Eye Strain",Rural,14–18,Moderate,False,False
13,Female,6.74,Laptop,True,0.43,"Poor Sleep, Obesity Risk",Rural,10–13,Very High,True,True
11,Male,3.94,Smartphone,True,0.31,Anxiety,Urban,10–13,Moderate,False,False
14,Female,3.92,TV,True,0.48,"Poor Sleep, Eye Strain",Urban,14–18,Moderate,False,False
16,Female,3.74,Tablet,True,0.35,"Poor Sleep, Anxiety",Rural,14–18,Moderate,False,False
11,Male,6.17,Laptop,True,0.46,Anxiety,Urban,10–13,Very High,True,True
13,Male,3.81,Tablet,True,0.41,Poor Sleep,Urban,10–13,Moderate,False,False
10,Female,6.51,Smartphone,True,0.54,Eye Strain,Urban,10–13,Very High,True,True
13,Male,4.03,Smartphone,True,0.38,Poor Sleep,Urban,10–13,High,True,True
14,Female,4.87,Smartphone,True,0.33,"Poor Sleep, Eye Strain",Urban,14–18,High,True,True
18,Male,3.82,Smartphone,True,0.41,Eye Strain,Urban,14–18,Moderate,False,False
17,Male,3.92,Smartphone,True,0.39,"Poor Sleep, Eye Strain",Urban,14–18,Moderate,False,False
10,Female,4.83,TV,True,0.58,Poor Sleep,Urban,10–13,High,True,True
14,Female,4.91,Smartphone,True,0.3,Poor Sleep,Urban,14–18,High,True,True
10,Female,4.8,Smartphone,True,0.49,Poor Sleep,Urban,10–13,High,True,True
17,Female,6.13,Smartphone,True,0.32,Poor Sleep,Urban,14–18,Very High,True,True
16,Male,4.16,Smartphone,True,0.48,Eye Strain,Urban,14–18,High,True,True
14,Male,3.74,TV,True,0.39,"Poor Sleep, Eye Strain",Rural,14–18,Moderate,False,False
8,Male,5.25,Tablet,True,0.6,"Poor Sleep, Eye Strain, Obesity Risk",Urban,0–9,High,True,True
16,Male,4.07,Smartphone,True,0.39,Poor Sleep,Urban,14–18,High,True,True
15,Female,4.94,Smartphone,True,0.31,Poor Sleep,Rural,14–18,High,True,True
13,Male,3.88,Smartphone,True,0.42,"Poor Sleep, Eye Strain",Urban,10–13,Moderate,False,False
18,Male,5.47,Smartphone,True,0.47,Poor Sleep,Rural,14–18,High,True,True
11,Female,6.91,Laptop,True,0.42,"Eye Strain, Anxiety",Urban,10–13,Very High,True,True
16,Female,4.61,Smartphone,True,0.33,"Poor Sleep, Anxiety, Obesity Risk",Urban,14–18,High,True,True
9,Male,4.5,Smartphone,True,0.46,Eye Strain,Urban,0–9,High,True,True
8,Male,3.35,Smartphone,True,0.51,"Poor Sleep, Eye Strain",Urban,0–9,Moderate,False,False
12,Male,4.58,Laptop,True,0.48,Obesity Risk,Urban,10–13,High,True,True
13,Female,4.65,Smartphone,True,0.44,"Poor Sleep, Anxiety",Urban,10–13,High,True,True
16,Female,4.42,Laptop,True,0.35,"Poor Sleep, Anxiety",Urban,14–18,High,True,True
17,Male,4.15,Tablet,True,0.32,"Poor Sleep, Eye Strain",Urban,14–18,High,True,True
15,Female,5.35,Smartphone,True,0.34,Eye Strain,Urban,14–18,High,True,True
13,Female,5.0,Smartphone,True,0.38,Poor Sleep,Rural,10–13,High,True,True
15,Male,6.07,Laptop,True,0.43,"Poor Sleep, Eye Strain, Anxiety",Urban,14–18,Very High,True,True
15,Female,5.96,TV,True,0.37,Eye Strain,Urban,14–18,High,True,True
17,Female,5.18,TV,True,0.4,Poor Sleep,Rural,14–18,High,True,True
15,Female,4.32,TV,True,0.38,Poor Sleep,Urban,14–18,High,True,True
12,Female,5.27,Smartphone,True,0.48,Eye Strain,Rural,10–13,High,True,True
11,Male,6.02,Smartphone,True,0.34,"Eye Strain, Obesity Risk",Urban,10–13,Very High,True,True
18,Male,3.01,Smartphone,True,0.4,Poor Sleep,Rural,14–18,Moderate,False,False
13,Female,6.33,Smartphone,True,0.47,Eye Strain,Urban,10–13,Very High,True,True
11,Male,3.14,Smartphone,True,0.41,Poor Sleep,Urban,10–13,Moderate,False,False
10,Male,6.1,TV,True,0.51,"Eye Strain, Anxiety, Obesity Risk",Rural,10–13,Very High,True,True
10,Female,5.54,Smartphone,True,0.6,Poor Sleep,Urban,10–13,High,True,True
12,Male,4.96,Tablet,True,0.5,"Poor Sleep, Eye Strain, Anxiety",Urban,10–13,High,True,True
15,Male,5.73,Smartphone,True,0.37,Poor Sleep,Urban,14–18,High,True,True
9,Male,7.07,Smartphone,True,0.41,"Poor Sleep, Anxiety",Urban,0–9,Very High,True,True
18,Female,5.21,Smartphone,True,0.43,"Poor Sleep, Eye Strain, Anxiety",Urban,14–18,High,True,True
15,Female,4.64,Laptop,True,0.37,Poor Sleep,Urban,14–18,High,True,True
8,Male,3.16,Smartphone,True,0.44,"Poor Sleep, Eye Strain",Urban,0–9,Moderate,False,False
13,Female,4.45,TV,True,0.47,"Poor Sleep, Anxiety",Urban,10–13,High,True,True
8,Male,3.42,Tablet,True,0.54,"Poor Sleep, Eye Strain, Anxiety",Urban,0–9,Moderate,False,False
17,Male,5.76,Smartphone,True,0.31,Poor Sleep,Urban,14–18,High,True,True
16,Female,5.25,TV,True,0.44,"Poor Sleep, Anxiety, Obesity Risk",Urban,14–18,High,True,True
18,Male,5.54,Laptop,True,0.36,"Eye Strain, Anxiety",Rural,14–18,High,True,True
9,Female,3.98,Smartphone,True,0.55,Poor Sleep,Urban,0–9,Moderate,False,False
16,Female,3.63,Smartphone,True,0.32,"Poor Sleep, Eye Strain",Urban,14–18,Moderate,False,False
10,Female,3.27,TV,True,0.55,Poor Sleep,Urban,10–13,Moderate,False,False
8,Female,5.91,TV,True,0.51,Poor Sleep,Rural,0–9,High,True,True
12,Female,5.09,Smartphone,True,0.31,"Poor Sleep, Eye Strain, Anxiety",Urban,10–13,High,True,True
14,Female,5.27,Laptop,True,0.33,"Poor Sleep, Anxiety",Urban,14–18,High,True,True
13,Male,4.63,Tablet,True,0.42,Eye Strain,Rural,10–13,High,True,True
12,Male,4.79,Tablet,True,0.44,Poor Sleep,Urban,10–13,High,True,True
12,Female,4.19,Laptop,True,0.36,"Poor Sleep, Eye Strain",Urban,10–13,High,True,True
13,Male,3.26,Smartphone,True,0.41,"Poor Sleep, Obesity Risk",Urban,10–13,Moderate,False,False
10,Female,4.19,TV,True,0.44,"Poor Sleep, Obesity Risk",Urban,10–13,High,True,True
12,Female,3.69,TV,True,0.42,"Poor Sleep, Eye Strain",Rural,10–13,Moderate,False,False
14,Male,3.18,Smartphone,True,0.41,Poor Sleep,Urban,14–18,Moderate,False,False
12,Female,3.65,Smartphone,True,0.43,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Rural,10–13,Moderate,False,False
12,Female,4.83,TV,True,0.42,Eye Strain,Urban,10–13,High,True,True
17,Female,6.38,Smartphone,True,0.34,"Poor Sleep, Eye Strain",Urban,14–18,Very High,True,True
17,Female,4.83,Laptop,True,0.36,Poor Sleep,Urban,14–18,High,True,True
8,Female,3.58,Smartphone,True,0.41,"Poor Sleep, Anxiety",Rural,0–9,Moderate,False,False
12,Male,6.08,TV,True,0.42,Eye Strain,Urban,10–13,Very High,True,True
16,Female,4.65,Tablet,True,0.33,"Poor Sleep, Anxiety",Urban,14–18,High,True,True
8,Male,3.32,Tablet,True,0.42,"Poor Sleep, Eye Strain",Rural,0–9,Moderate,False,False
8,Male,10.12,TV,True,0.53,Poor Sleep,Urban,0–9,Very High,True,True
15,Male,4.89,TV,True,0.49,Obesity Risk,Urban,14–18,High,True,True
13,Male,5.3,Smartphone,True,0.46,Poor Sleep,Urban,10–13,High,True,True
10,Female,3.49,Smartphone,True,0.52,"Poor Sleep, Eye Strain",Urban,10–13,Moderate,False,False
18,Female,3.3,TV,True,0.41,Poor Sleep,Urban,14–18,Moderate,False,False
13,Female,5.51,TV,True,0.34,"Poor Sleep, Obesity Risk",Urban,10–13,High,True,True
12,Female,3.99,Laptop,True,0.46,Eye Strain,Urban,10–13,Moderate,False,False
16,Female,5.13,Smartphone,True,0.48,"Poor Sleep, Eye Strain",Rural,14–18,High,True,True
14,Female,3.54,Smartphone,True,0.37,Poor Sleep,Urban,14–18,Moderate,False,False
12,Male,4.54,TV,True,0.48,Anxiety,Rural,10–13,High,True,True
12,Male,4.06,TV,True,0.43,Anxiety,Rural,10–13,High,True,True
18,Male,5.15,Smartphone,True,0.36,"Poor Sleep, Eye Strain, Anxiety",Urban,14–18,High,True,True
10,Female,9.22,TV,True,0.55,"Poor Sleep, Eye Strain",Urban,10–13,Very High,True,True
13,Female,3.33,Smartphone,True,0.37,Obesity Risk,Rural,10–13,Moderate,False,False
9,Female,6.23,TV,True,0.52,Poor Sleep,Urban,0–9,Very High,True,True
13,Female,3.71,TV,True,0.32,Poor Sleep,Urban,10–13,Moderate,False,False
9,Male,5.25,Tablet,True,0.54,"Eye Strain, Anxiety",Urban,0–9,High,True,True
9,Male,6.78,TV,True,0.45,Poor Sleep,Rural,0–9,Very High,True,True
9,Male,3.37,Smartphone,True,0.54,Poor Sleep,Urban,0–9,Moderate,False,False
18,Male,4.01,Smartphone,True,0.37,"Anxiety, Obesity Risk",Urban,14–18,High,True,True
10,Male,5.74,TV,True,0.41,Poor Sleep,Urban,10–13,High,True,True
9,Male,11.0,Smartphone,True,0.58,"Poor Sleep, Eye Strain",Rural,0–9,Very High,True,True
11,Female,5.01,Smartphone,True,0.48,Obesity Risk,Urban,10–13,High,True,True
16,Male,3.08,Smartphone,True,0.4,Poor Sleep,Urban,14–18,Moderate,False,False
13,Female,5.65,Smartphone,True,0.31,"Poor Sleep, Eye Strain",Urban,10–13,High,True,True
15,Female,4.34,Smartphone,True,0.38,Poor Sleep,Rural,14–18,High,True,True
14,Female,3.83,Smartphone,True,0.34,Poor Sleep,Urban,14–18,Moderate,False,False
17,Male,4.42,TV,True,0.49,Eye Strain,Rural,14–18,High,True,True
10,Male,3.58,TV,True,0.59,"Poor Sleep, Anxiety",Urban,10–13,Moderate,False,False
8,Male,11.97,Tablet,True,0.43,Poor Sleep,Rural,0–9,Very High,True,True
12,Female,5.07,Smartphone,True,0.34,Anxiety,Urban,10–13,High,True,True
17,Male,5.73,Smartphone,True,0.45,"Poor Sleep, Obesity Risk",Urban,14–18,High,True,True
15,Female,5.77,TV,True,0.45,"Poor Sleep, Eye Strain",Urban,14–18,High,True,True
8,Female,6.44,Smartphone,True,0.59,Obesity Risk,Urban,0–9,Very High,True,True
17,Male,3.52,TV,True,0.45,Obesity Risk,Rural,14–18,Moderate,False,False
8,Female,7.04,Smartphone,True,0.57,Anxiety,Rural,0–9,Very High,True,True
11,Female,3.64,Laptop,True,0.41,Eye Strain,Rural,10–13,Moderate,False,False
15,Female,6.59,Smartphone,True,0.46,Poor Sleep,Urban,14–18,Very High,True,True
12,Female,3.19,Tablet,True,0.34,Anxiety,Urban,10–13,Moderate,False,False
12,Female,4.65,Smartphone,True,0.44,"Poor Sleep, Eye Strain",Urban,10–13,High,True,True
18,Male,5.26,Smartphone,True,0.36,"Poor Sleep, Obesity Risk",Urban,14–18,High,True,True
18,Female,5.02,Laptop,True,0.43,"Poor Sleep, Eye Strain, Anxiety",Urban,14–18,High,True,True
10,Male,4.79,TV,True,0.46,Eye Strain,Urban,10–13,High,True,True
16,Male,5.58,Smartphone,True,0.45,Eye Strain,Urban,14–18,High,True,True
14,Female,5.91,Smartphone,True,0.48,Poor Sleep,Rural,14–18,High,True,True
14,Male,4.41,Tablet,True,0.4,"Poor Sleep, Obesity Risk",Urban,14–18,High,True,True
18,Male,3.05,TV,True,0.48,"Poor Sleep, Eye Strain",Urban,14–18,Moderate,False,False
15,Male,4.9,Tablet,True,0.46,Poor Sleep,Urban,14–18,High,True,True
10,Female,7.16,TV,True,0.44,Poor Sleep,Urban,10–13,Very High,True,True
18,Female,3.95,Smartphone,True,0.39,Poor Sleep,Urban,14–18,Moderate,False,False
9,Male,5.47,Tablet,True,0.6,"Poor Sleep, Eye Strain, Obesity Risk",Rural,0–9,High,True,True
17,Male,6.86,Smartphone,True,0.39,"Poor Sleep, Anxiety",Rural,14–18,Very High,True,True
10,Male,4.05,Smartphone,True,0.55,Poor Sleep,Rural,10–13,High,True,True
12,Female,5.4,TV,True,0.31,Poor Sleep,Rural,10–13,High,True,True
12,Female,5.82,Laptop,True,0.38,"Poor Sleep, Anxiety",Urban,10–13,High,True,True
9,Female,4.3,Tablet,True,0.45,Poor Sleep,Urban,0–9,High,True,True
17,Female,4.22,TV,True,0.37,"Poor Sleep, Obesity Risk",Urban,14–18,High,True,True
13,Female,4.89,Laptop,True,0.42,"Eye Strain, Anxiety",Urban,10–13,High,True,True
12,Female,4.28,TV,True,0.39,Poor Sleep,Rural,10–13,High,True,True
8,Female,5.22,Smartphone,True,0.46,"Poor Sleep, Eye Strain",Urban,0–9,High,True,True
12,Female,4.48,Tablet,True,0.49,"Poor Sleep, Eye Strain",Urban,10–13,High,True,True
17,Male,3.17,TV,True,0.45,"Poor Sleep, Eye Strain",Rural,14–18,Moderate,False,False
18,Female,4.31,TV,True,0.41,Eye Strain,Urban,14–18,High,True,True
17,Female,6.0,Smartphone,True,0.4,"Poor Sleep, Eye Strain",Urban,14–18,High,True,True
13,Female,4.14,Laptop,True,0.33,"Poor Sleep, Eye Strain",Urban,10–13,High,True,True
15,Male,6.83,Tablet,True,0.31,Anxiety,Rural,14–18,Very High,True,True
18,Female,4.55,Laptop,True,0.46,Poor Sleep,Urban,14–18,High,True,True
17,Male,5.7,Smartphone,True,0.5,"Poor Sleep, Eye Strain",Rural,14–18,High,True,True
15,Female,4.2,Smartphone,True,0.43,Poor Sleep,Urban,14–18,High,True,True
8,Male,4.48,Smartphone,True,0.43,Eye Strain,Rural,0–9,High,True,True
10,Female,3.53,Smartphone,True,0.47,Poor Sleep,Urban,10–13,Moderate,False,False
11,Male,3.46,Smartphone,True,0.41,"Poor Sleep, Eye Strain",Urban,10–13,Moderate,False,False
15,Male,5.33,Smartphone,True,0.33,Poor Sleep,Urban,14–18,High,True,True
13,Female,3.45,TV,True,0.45,Eye Strain,Rural,10–13,Moderate,False,False
17,Male,4.47,Smartphone,True,0.49,"Poor Sleep, Eye Strain",Urban,14–18,High,True,True
15,Male,3.44,Tablet,True,0.5,Eye Strain,Urban,14–18,Moderate,False,False
9,Male,6.14,Tablet,True,0.56,Eye Strain,Urban,0–9,Very High,True,True
17,Female,4.7,Smartphone,True,0.39,Poor Sleep,Urban,14–18,High,True,True
15,Male,5.16,Laptop,True,0.31,Poor Sleep,Urban,14–18,High,True,True
14,Male,3.62,Smartphone,True,0.31,"Poor Sleep, Eye Strain",Rural,14–18,Moderate,False,False
18,Male,4.58,Smartphone,True,0.44,"Poor Sleep, Eye Strain",Urban,14–18,High,True,True
9,Male,6.77,TV,True,0.5,Eye Strain,Urban,0–9,Very High,True,True
17,Male,3.7,TV,True,0.39,Poor Sleep,Urban,14–18,Moderate,False,False
